genus	reads	relative_abundance	percent
Amphibacillus	5	3.45330101043588e-05	0.00345330101043588
Anaerosinus	5	3.45330101043588e-05	0.00345330101043588
Azonexus	5	3.45330101043588e-05	0.00345330101043588
Bauldia	5	3.45330101043588e-05	0.00345330101043588
Bifidobacterium	5	3.45330101043588e-05	0.00345330101043588
Candidatus Marispirochaeta	5	3.45330101043588e-05	0.00345330101043588
Christensenellaceae R-7 group	5	3.45330101043588e-05	0.00345330101043588
Clostridium sensu stricto 1	5	3.45330101043588e-05	0.00345330101043588
Desulfitobacterium	5	3.45330101043588e-05	0.00345330101043588
Endozoicomonas	5	3.45330101043588e-05	0.00345330101043588
Enterorhabdus	5	3.45330101043588e-05	0.00345330101043588
Gracilibacillus	5	3.45330101043588e-05	0.00345330101043588
Intestinibacter	5	3.45330101043588e-05	0.00345330101043588
Kingella	5	3.45330101043588e-05	0.00345330101043588
Klebsiella	5	3.45330101043588e-05	0.00345330101043588
Knoellia	5	3.45330101043588e-05	0.00345330101043588
Lentimonas	5	3.45330101043588e-05	0.00345330101043588
ML602J-51	5	3.45330101043588e-05	0.00345330101043588
Magnetospirillum	5	3.45330101043588e-05	0.00345330101043588
Marinobacter	5	3.45330101043588e-05	0.00345330101043588
Nocardia	5	3.45330101043588e-05	0.00345330101043588
Paracoccus	5	3.45330101043588e-05	0.00345330101043588
Parasutterella	5	3.45330101043588e-05	0.00345330101043588
Peptoclostridium	5	3.45330101043588e-05	0.00345330101043588
Phaseolibacter	5	3.45330101043588e-05	0.00345330101043588
Photobacterium	5	3.45330101043588e-05	0.00345330101043588
Pir4 lineage	5	3.45330101043588e-05	0.00345330101043588
Psychromonas	5	3.45330101043588e-05	0.00345330101043588
Sanguibacter	5	3.45330101043588e-05	0.00345330101043588
Sodalis	5	3.45330101043588e-05	0.00345330101043588
Sporolactobacillus	5	3.45330101043588e-05	0.00345330101043588
Streptosporangium	5	3.45330101043588e-05	0.00345330101043588
Varibaculum	5	3.45330101043588e-05	0.00345330101043588
Weissella	5	3.45330101043588e-05	0.00345330101043588
ZOR0006	5	3.45330101043588e-05	0.00345330101043588
Actinocorallia	4	2.7626408083487e-05	0.0027626408083487
Aggregatibacter	4	2.7626408083487e-05	0.0027626408083487
Alicycliphilus	4	2.7626408083487e-05	0.0027626408083487
Alkalibacillus	4	2.7626408083487e-05	0.0027626408083487
Amnibacterium	4	2.7626408083487e-05	0.0027626408083487
Azospira	4	2.7626408083487e-05	0.0027626408083487
Curtobacterium	4	2.7626408083487e-05	0.0027626408083487
Desulfomicrobium	4	2.7626408083487e-05	0.0027626408083487
Devosia	4	2.7626408083487e-05	0.0027626408083487
Dickeya	4	2.7626408083487e-05	0.0027626408083487
Ellin6055	4	2.7626408083487e-05	0.0027626408083487
Flexilinea	4	2.7626408083487e-05	0.0027626408083487
GOUTA6	4	2.7626408083487e-05	0.0027626408083487
Gordonia	4	2.7626408083487e-05	0.0027626408083487
Ileibacterium	4	2.7626408083487e-05	0.0027626408083487
Incertae Sedis	4	2.7626408083487e-05	0.0027626408083487
Jeotgalicoccus	4	2.7626408083487e-05	0.0027626408083487
Kosakonia	4	2.7626408083487e-05	0.0027626408083487
Lachnospiraceae NK3A20 group	4	2.7626408083487e-05	0.0027626408083487
Lactococcus	4	2.7626408083487e-05	0.0027626408083487
Lautropia	4	2.7626408083487e-05	0.0027626408083487
MM2	4	2.7626408083487e-05	0.0027626408083487
Microbispora	4	2.7626408083487e-05	0.0027626408083487
Mitsuaria	4	2.7626408083487e-05	0.0027626408083487
Mycetocola	4	2.7626408083487e-05	0.0027626408083487
Mycoplasma	4	2.7626408083487e-05	0.0027626408083487
NK4A214 group	4	2.7626408083487e-05	0.0027626408083487
Niveispirillum	4	2.7626408083487e-05	0.0027626408083487
Oryzihumus	4	2.7626408083487e-05	0.0027626408083487
Paenarthrobacter	4	2.7626408083487e-05	0.0027626408083487
Pectinatus	4	2.7626408083487e-05	0.0027626408083487
Peredibacter	4	2.7626408083487e-05	0.0027626408083487
Pirellula	4	2.7626408083487e-05	0.0027626408083487
Prevotella	4	2.7626408083487e-05	0.0027626408083487
Propionicicella	4	2.7626408083487e-05	0.0027626408083487
Pseudogracilibacillus	4	2.7626408083487e-05	0.0027626408083487
Pseudoxanthomonas	4	2.7626408083487e-05	0.0027626408083487
Quadrisphaera	4	2.7626408083487e-05	0.0027626408083487
Robbsia	4	2.7626408083487e-05	0.0027626408083487
S5-A14a	4	2.7626408083487e-05	0.0027626408083487
Salinibacter	4	2.7626408083487e-05	0.0027626408083487
Stenotrophomonas	4	2.7626408083487e-05	0.0027626408083487
Subdoligranulum	4	2.7626408083487e-05	0.0027626408083487
Succiniclasticum	4	2.7626408083487e-05	0.0027626408083487
Syner-01	4	2.7626408083487e-05	0.0027626408083487
Thalassobacillus	4	2.7626408083487e-05	0.0027626408083487
Thiohalocapsa	4	2.7626408083487e-05	0.0027626408083487
Verminephrobacter	4	2.7626408083487e-05	0.0027626408083487
Achromobacter	3	2.07198060626153e-05	0.00207198060626153
Amycolatopsis	3	2.07198060626153e-05	0.00207198060626153
Aurantimicrobium	3	2.07198060626153e-05	0.00207198060626153
Bacteroides	3	2.07198060626153e-05	0.00207198060626153
Brachymonas	3	2.07198060626153e-05	0.00207198060626153
Candidatus Accumulibacter	3	2.07198060626153e-05	0.00207198060626153
Candidatus Methylopumilus	3	2.07198060626153e-05	0.00207198060626153
Candidatus Omnitrophus	3	2.07198060626153e-05	0.00207198060626153
Candidatus Riegeria	3	2.07198060626153e-05	0.00207198060626153
Cohnella	3	2.07198060626153e-05	0.00207198060626153
Cronobacter	3	2.07198060626153e-05	0.00207198060626153
Dichotomicrobium	3	2.07198060626153e-05	0.00207198060626153
Ensifer	3	2.07198060626153e-05	0.00207198060626153
Faecalibaculum	3	2.07198060626153e-05	0.00207198060626153
Fusibacter	3	2.07198060626153e-05	0.00207198060626153
Guggenheimella	3	2.07198060626153e-05	0.00207198060626153
Ideonella	3	2.07198060626153e-05	0.00207198060626153
Janibacter	3	2.07198060626153e-05	0.00207198060626153
Lachnospiraceae NK4A136 group	3	2.07198060626153e-05	0.00207198060626153
Leptotrichia	3	2.07198060626153e-05	0.00207198060626153
Longivirga	3	2.07198060626153e-05	0.00207198060626153
MM1	3	2.07198060626153e-05	0.00207198060626153
Methylobacillus	3	2.07198060626153e-05	0.00207198060626153
Methylocaldum	3	2.07198060626153e-05	0.00207198060626153
Methylothermus	3	2.07198060626153e-05	0.00207198060626153
Microlunatus	3	2.07198060626153e-05	0.00207198060626153
Modestobacter	3	2.07198060626153e-05	0.00207198060626153
Morganella	3	2.07198060626153e-05	0.00207198060626153
OM27 clade	3	2.07198060626153e-05	0.00207198060626153
Oleispira	3	2.07198060626153e-05	0.00207198060626153
Olsenella	3	2.07198060626153e-05	0.00207198060626153
Paraclostridium	3	2.07198060626153e-05	0.00207198060626153
Pedomicrobium	3	2.07198060626153e-05	0.00207198060626153
Peptoniphilus	3	2.07198060626153e-05	0.00207198060626153
Polymorphobacter	3	2.07198060626153e-05	0.00207198060626153
Porphyrobacter	3	2.07198060626153e-05	0.00207198060626153
Proteus	3	2.07198060626153e-05	0.00207198060626153
Pseudoclavibacter	3	2.07198060626153e-05	0.00207198060626153
Pseudofulvimonas	3	2.07198060626153e-05	0.00207198060626153
Psychroglaciecola	3	2.07198060626153e-05	0.00207198060626153
Rhodanobacter	3	2.07198060626153e-05	0.00207198060626153
Rickettsia	3	2.07198060626153e-05	0.00207198060626153
Roseburia	3	2.07198060626153e-05	0.00207198060626153
SWB02	3	2.07198060626153e-05	0.00207198060626153
Sorangium	3	2.07198060626153e-05	0.00207198060626153
Succinivibrio	3	2.07198060626153e-05	0.00207198060626153
Tepidimonas	3	2.07198060626153e-05	0.00207198060626153
Terrisporobacter	3	2.07198060626153e-05	0.00207198060626153
Truepera	3	2.07198060626153e-05	0.00207198060626153
UCG-004	3	2.07198060626153e-05	0.00207198060626153
Veillonella	3	2.07198060626153e-05	0.00207198060626153
Virgisporangium	3	2.07198060626153e-05	0.00207198060626153
endosymbionts	3	2.07198060626153e-05	0.00207198060626153
Actinopolymorpha	2	1.38132040417435e-05	0.00138132040417435
Aerococcus	2	1.38132040417435e-05	0.00138132040417435
Alcaligenes	2	1.38132040417435e-05	0.00138132040417435
Alcanivorax	2	1.38132040417435e-05	0.00138132040417435
Anaerococcus	2	1.38132040417435e-05	0.00138132040417435
Anaeromicrobium	2	1.38132040417435e-05	0.00138132040417435
Aquicella	2	1.38132040417435e-05	0.00138132040417435
Arcanobacterium	2	1.38132040417435e-05	0.00138132040417435
BD1-7 clade	2	1.38132040417435e-05	0.00138132040417435
Bhargavaea	2	1.38132040417435e-05	0.00138132040417435
Blastopirellula	2	1.38132040417435e-05	0.00138132040417435
Brachyspira	2	1.38132040417435e-05	0.00138132040417435
Bryobacter	2	1.38132040417435e-05	0.00138132040417435
Buchnera	2	1.38132040417435e-05	0.00138132040417435
Candidatus Carsonella	2	1.38132040417435e-05	0.00138132040417435
Candidatus Paraholospora	2	1.38132040417435e-05	0.00138132040417435
Candidatus Planktoluna	2	1.38132040417435e-05	0.00138132040417435
Candidatus Planktophila	2	1.38132040417435e-05	0.00138132040417435
Candidatus Saccharimonas	2	1.38132040417435e-05	0.00138132040417435
Candidatus Solibacter	2	1.38132040417435e-05	0.00138132040417435
Carnobacterium	2	1.38132040417435e-05	0.00138132040417435
Chelativorans	2	1.38132040417435e-05	0.00138132040417435
Clade Ia	2	1.38132040417435e-05	0.00138132040417435
Cm1-21	2	1.38132040417435e-05	0.00138132040417435
Coraliomargarita	2	1.38132040417435e-05	0.00138132040417435
Coxiella	2	1.38132040417435e-05	0.00138132040417435
Cyanobium PCC-6307	2	1.38132040417435e-05	0.00138132040417435
Dechlorosoma	2	1.38132040417435e-05	0.00138132040417435
Deferribacter	2	1.38132040417435e-05	0.00138132040417435
Desulfosporosinus	2	1.38132040417435e-05	0.00138132040417435
Dialister	2	1.38132040417435e-05	0.00138132040417435
Dorea	2	1.38132040417435e-05	0.00138132040417435
Erysipelothrix	2	1.38132040417435e-05	0.00138132040417435
Ferrovum	2	1.38132040417435e-05	0.00138132040417435
Ferruginibacter	2	1.38132040417435e-05	0.00138132040417435
Flavonifractor	2	1.38132040417435e-05	0.00138132040417435
Friedmanniella	2	1.38132040417435e-05	0.00138132040417435
Gallionella	2	1.38132040417435e-05	0.00138132040417435
Gibbsiella	2	1.38132040417435e-05	0.00138132040417435
Haloactinopolyspora	2	1.38132040417435e-05	0.00138132040417435
Heliobacterium	2	1.38132040417435e-05	0.00138132040417435
Herminiimonas	2	1.38132040417435e-05	0.00138132040417435
Lachnoclostridium	2	1.38132040417435e-05	0.00138132040417435
Listeria	2	1.38132040417435e-05	0.00138132040417435
MN 122.2a	2	1.38132040417435e-05	0.00138132040417435
Marmoricola	2	1.38132040417435e-05	0.00138132040417435
Mesorhizobium	2	1.38132040417435e-05	0.00138132040417435
Micropepsis	2	1.38132040417435e-05	0.00138132040417435
Neorhizobium	2	1.38132040417435e-05	0.00138132040417435
Nitrobacter	2	1.38132040417435e-05	0.00138132040417435
Nordella	2	1.38132040417435e-05	0.00138132040417435
Occallatibacter	2	1.38132040417435e-05	0.00138132040417435
Ochrobactrum	2	1.38132040417435e-05	0.00138132040417435
Parafilimonas	2	1.38132040417435e-05	0.00138132040417435
Paramaledivibacter	2	1.38132040417435e-05	0.00138132040417435
Pasteurella	2	1.38132040417435e-05	0.00138132040417435
